customer_id,name,age,gender,city,income,spending_score,tenure,favorite_product,churn
405,Donna Johnson,18,Female,Delhi,105453,73,56,Headphones,0
406,Kimberly Rogers,46,Female,Delhi,128475,62,52,Laptop,0
407,Hannah Kaufman,26,Male,Delhi,73814,47,26,Camera,0
408,Katherine Garcia,31,Female,Hyderabad,124019,2,56,Watch,0
409,Steven Lucas,51,Male,Bangalore,145433,82,55,Laptop,0
410,Katherine Hill,38,Female,Hyderabad,65653,18,41,Camera,0
411,Jaime Johnston,50,Male,Mumbai,100695,78,1,Tablet,0
412,Timothy Clark,48,Male,Pune,63055,5,52,Watch,0
413,Andre Wilson,52,Male,Chennai,98970,92,51,Watch,0
414,Jennifer Howe,37,Female,Mumbai,28205,22,7,Phone,1
415,Benjamin Murray,33,Female,Bangalore,89120,22,30,Phone,0
416,Christopher Martin,35,Female,Delhi,62930,34,3,Tablet,1
417,Yvonne Taylor,58,Male,Mumbai,22917,65,39,Laptop,0
418,Tony Mccormick,60,Male,Hyderabad,131300,13,2,Camera,1
419,Monique Giles,53,Female,Hyderabad,100320,68,20,Headphones,0
420,Christina Brooks,19,Male,Mumbai,57446,24,37,Camera,0
421,John Coleman,51,Male,Pune,53115,80,19,Watch,0
422,Brian Reese,20,Female,Mumbai,115709,8,30,Watch,0
423,Patricia Allen,56,Male,Hyderabad,63919,88,35,Camera,0
424,Jacob Harrison,48,Female,Hyderabad,58321,98,16,Phone,0
425,Patrick Peters,49,Male,Pune,43743,92,5,Tablet,0
426,Randy Parker,39,Male,Mumbai,149543,17,36,Headphones,0
427,Wanda Gray,43,Female,Chennai,39262,77,32,Tablet,0
428,Patrick Jackson,27,Male,Delhi,126381,48,17,Headphones,0
429,William Mcpherson,57,Female,Mumbai,98014,35,25,Watch,0
430,Valerie Watts,18,Female,Pune,97210,49,30,Phone,0
431,Kenneth Avila,32,Female,Chennai,121955,31,55,Camera,0
432,Christina Williamson,38,Female,Chennai,56335,49,9,Watch,0
433,Jessica Williams,30,Female,Hyderabad,28114,32,33,Tablet,0
434,Maria Robbins,28,Male,Chennai,75695,2,31,Watch,0
435,Jason Page,38,Female,Delhi,32018,50,50,Tablet,0
436,Douglas Fischer,41,Female,Delhi,82180,23,19,Camera,0
437,Jeremy Thompson,48,Male,Chennai,41916,33,36,Phone,0
438,Teresa Schmidt,25,Female,Chennai,44262,46,31,Laptop,0
439,Ashley Reid,54,Male,Bangalore,49557,68,16,Camera,0
440,Jason Richardson,57,Male,Hyderabad,22496,86,5,Camera,0
441,John Jenkins,33,Female,Pune,24959,59,38,Camera,0
442,Margaret Armstrong,56,Female,Chennai,129711,7,24,Camera,0
443,Megan White,37,Male,Pune,49306,22,12,Camera,0
444,Willie Lewis,39,Female,Mumbai,130540,37,54,Laptop,0
445,Allison Perry,50,Male,Mumbai,71576,52,16,Phone,0
446,Cameron Russo,30,Male,Pune,113172,69,52,Camera,0
447,Debra Larson,26,Male,Bangalore,36235,40,54,Tablet,0
448,Jennifer Floyd,40,Female,Chennai,111345,47,25,Phone,0
449,Christopher Grant,46,Male,Mumbai,126676,73,47,Phone,0
450,Kelly Odom,20,Male,Mumbai,69791,64,4,Phone,0
451,Karen Coleman,60,Male,Hyderabad,70946,78,16,Phone,0
452,Rebecca Adams,39,Female,Pune,67352,47,49,Camera,0
453,Sean Yu,59,Male,Hyderabad,42046,75,45,Watch,0
454,Chelsea Graham,49,Male,Hyderabad,108502,49,26,Camera,0
455,Courtney Gray,18,Female,Delhi,27089,70,3,Headphones,0
456,Tyler Humphrey,55,Female,Pune,41279,35,17,Tablet,0
457,Natalie Robinson,51,Female,Chennai,134412,68,25,Phone,0
458,Lauren Wolf,37,Female,Pune,27033,26,28,Tablet,0
459,James Flores,19,Male,Hyderabad,129649,36,33,Tablet,0
460,Melanie Fuller,30,Female,Hyderabad,82243,2,24,Laptop,0
461,Robert Rodriguez,36,Male,Bangalore,32762,40,20,Laptop,0
462,Jill Gray,59,Female,Bangalore,141497,31,29,Tablet,0
463,Tony Smith,41,Male,Hyderabad,21817,1,10,Phone,1
464,Amanda Moore,50,Male,Chennai,100515,34,17,Headphones,0
465,Brandon Acosta,55,Female,Chennai,28052,95,28,Phone,0
466,Anthony Turner,46,Female,Pune,46320,22,15,Phone,0
467,Breanna Becker,32,Male,Mumbai,113741,79,57,Headphones,0
468,Clayton Mcgee,38,Male,Pune,21643,77,27,Laptop,0
469,Travis Rocha,44,Female,Hyderabad,39833,12,57,Headphones,0
470,Angela Fox,46,Male,Chennai,131155,76,57,Headphones,0
471,Carla Chapman,25,Female,Hyderabad,102979,5,19,Phone,0
472,Anthony Barrett,45,Female,Chennai,59098,7,30,Headphones,0
473,Amy Barker,44,Female,Delhi,104167,12,28,Headphones,0
474,Thomas Reid,48,Female,Chennai,98907,65,30,Tablet,0
475,Matthew Jacobson,28,Female,Mumbai,129025,16,7,Laptop,1
476,Jennifer Watson,33,Male,Delhi,62724,87,5,Tablet,0
477,Kayla Simpson,45,Male,Mumbai,96444,86,31,Phone,0
478,Charles Daniels,24,Female,Delhi,56093,93,43,Phone,0
479,Andrew Dennis,56,Female,Chennai,106330,10,12,Laptop,0
480,Mr. James Welch DDS,32,Male,Chennai,102244,70,56,Tablet,0
481,Kristina Dunlap,24,Female,Chennai,99593,52,49,Laptop,0
482,Ralph Bass Jr.,50,Female,Hyderabad,37988,19,12,Laptop,0
483,Bradley Brennan,46,Female,Chennai,109019,95,16,Tablet,0
484,Annette Black,58,Female,Hyderabad,94863,92,53,Headphones,0
485,Anthony Bradford,44,Female,Hyderabad,115893,54,23,Tablet,0
486,Jonathan Walker,46,Female,Bangalore,52679,17,26,Phone,0
487,Philip Tucker,40,Male,Delhi,143732,67,24,Tablet,0
488,David Roberts,23,Male,Mumbai,122325,13,5,Tablet,1
489,Cynthia Mills,39,Male,Mumbai,65555,56,34,Laptop,0
490,George Wall,34,Male,Pune,123766,72,12,Camera,0
491,Paige Thomas,41,Male,Mumbai,127499,25,15,Camera,0
492,Renee Gilbert,56,Female,Pune,128443,46,34,Phone,0
493,Sara Beasley,36,Female,Chennai,71917,25,11,Watch,1
494,Eugene Pittman,48,Male,Mumbai,85182,3,22,Tablet,0
495,Susan Pace,18,Male,Bangalore,21719,23,42,Camera,0
496,Tamara Campbell,32,Female,Pune,109464,24,12,Phone,0
497,Shelby Baker,22,Female,Hyderabad,99062,6,27,Tablet,0
498,John Campbell,60,Male,Chennai,31316,76,8,Tablet,0
499,Benjamin Harris,25,Male,Hyderabad,42108,70,37,Laptop,0
500,Christopher Thomas,51,Female,Delhi,121471,74,35,Headphones,0
